codigo;denominacion;precio;marca;producto;stock;viajando;dto;canon
b39s1at 16gb v2;"portatil 250r g9  intel core 5 120u hasta 5ghz memoria ram 16gb ddr4 3200 mt/s 512gb ssd m.2 nvme grafica integrada intel iris xe graphics 15.6' full hd 1920x1080 60hz  wifi 6 bluetooth 5.2 hdmi 2xusb 3.2 usb-c compatible displayport y energia  bateria 41wh freedos color negro";415.35;hp;portatil;4;0;1;5.33
b3af0at;"portatil 250r g9  intel core 5 120u hasta 5ghz memoria ram 16gb ddr4 3200 mt/s 512gb ssd m.2 nvme grafica integrada intel iris graphics 15.6' full hd 1920x1080 wifi 6 bluetooth 5.2 hdmi 2xusb 3.2 usb-c bateria 3 celdas 41wh windows 11 pro color negro";641.1;hp;portatil;3;0;1;5.33
b61l5ea;"pc all in one omnistudio 27-cs0010ns 27' ips full hd 1920x1080 ultra 5 hasta 4.5ghz memoria ram 32gb ddr5 5600mhz 1tb ssd m.2 nvme grafica integrada intel arc webcam 5mp altavoces 5w wifi 7 bluetooth 5.4 ethernet 2xusb a 3.2  usb-c hdmi teclado y raton usb  windows 11 home plata";1103.74;hp;pc;3;0;1;5.33
ban;"cargador para portatil universal manual 90w";15.88;ngs;cargador;5;0;1;0
bat-scn01;"bateria lector de codigo barras para: ms-1202 hs-1902 3820i 4820i";49.81;honeywell;bateria;1;0;1;0
bbz010sp;"teclado y raton wireless combo 2.4ghz con nano receptor usb color negro";9.17;belkin;teclado;6;0;1;0
be650g2-sp;"ups back 650 650va 400w 230v off line formato regleta con 8 conectores schuko peso 4 kg";109;apc;ups;2;0;1;0
be850g2-gr;"ups back 800 850va 520w 230v off line formato regleta con 8 conectores schuko salida de carga usb peso 5 kg";122.48;apc;ups;1;0;1;0
bh5g6ea;"portatil convertible omnibook 5 flip 14-fp0021ns intel core 7-150u ram 16gb ddr5 5200 1tb ssd pcie gen4 nvme m.2 14' tactil 2k ips 1920x1200 grafica integrada intel 2xusb-c compatible displayport 1.4 2xusb-a  hdmi ethernet wifi 6 bluetooth 5.4 teclado retroiluminado webcam fhd 1080 con reduccion de ruido bateria de 4 celdas 65w windows 11 home color gris";924.42;hp;portatil;1;0;1;5.33
bh5h9ea 32gb;"portatil gaming victus 15-fb3709ns amd ryzen 7 8845hs hasta 5.1ghz memoria ram 32gb ddr5 5600mhz 1tb ssd m.2 nvme 15.6' 1920x1080 144hz ips grafica 6gb gddr6 nvidia geforce rtx 4050  dedicada webcam 720p wifi 6 ethernet bluetooth 5.4 hdmi 2xusb 3.2 usb-c teclado retroiluminado sonido dts x ultra bateria 70wh freedos 3.0 gris";1099.08;hp;portatil;2;0;1;5.33
bhr07psgl;"pulsera smart band 10 bluetooth 5.4 pantalla amoled tactil 1.72' sensor de frecuencia cardiaca, acelerometro, giroscopio, brujula electronica,luz ambiental y pulsioximetro resistente al agua 5 atm notificaciones bateria 233mah duracion bateria hasta 21 dias plata";34.24;xiaomi;pulsera;3;0;1;0
bhr07pygl;"pulsera smart band 10 bluetooth 5.4 pantalla amolñed tactil 1.72' sensor de frecuencia cardiaca, acelerometro, giroscopio, brujula electronica,luz ambiental y pulsioximetro resistente al agua 5 atm notificaciones bateria 233mah duracion bateria hasta 21 dias negro medianoche";32.1;xiaomi;pulsera;2;0;1;0
bhr08gjgl;"auriculares intrauditivo redmi buds 8 pro autonomia hasta 8 horas con microfono y estuche de carga bluetooth blanco";54.57;xiaomi;auricular;0;0;1;0
bhr08gmgl;"auriculares intrauditivo redmi buds 8 pro autonomia hasta 8 horas con microfono y estuche de carga bluetooth azul";52.43;xiaomi;auricular;0;0;1;0
bhr08gogl;"auriculares intrauditivo redmi buds 4 pro autonomia hasta 9 horas con microfono y estuche de carga bluetooth negro";52.43;xiaomi;auricular;0;0;1;0
bhr08svgl;"camara videovigilancia smart c302 interior 2k uhd vision nocturma a color motorizada 360 proteccion fisica de la lente para proteger la privacidad al maximo, ip wifi 6, vision nocturna, deteccion de sonidos inusuales, vallado virtual, deteccion de personas y mascotas, deteccion de llanto de bebe. control desde app, capacidad de uso tarjeta micro sd hasta 256gb, seguimiento de humanos por ia color blanco";23.54;xiaomi;camara vid;0;0;1;0
bhr4927gl;"cargador de carga rapida usb-c 20w blanco";6.14;xiaomi;cargador;12;0;1;0
bhr4975eu;"monitor 27' mi desktop 1920x1080 a 75hz ips full hd 6ms 300cd/m2 1000:1 16:9 hdmi vga angulo vision h:178-v178 dimensiones 613.2x205.3x476mm 4.3kg negro";131.81;xiaomi;monitor;5;0;1;0
bhr5039gl;"monitor 27' gaming mi 2k 2560x1440 a 165hz 1ms imbc 2xhdmi displyport mini jacj 3.5mm 2xusb 3.0 1000:1 angulo vision h:178-v:178 pivotante regulable altura vesa 75x75 dimensiones 609.44x200x461.25mm 6.53kg negro";217.45;xiaomi;monitor;5;0;1;0
bhr5510gl;"juego de herramientas destornillador destornillador taladro max brushless cordless drill par de torsion potente 30nm 30 velocidades 3 modos funcionamiento pantalla inteligente 24 brocas de acero s2 usb-c";82.67;xiaomi;destornill;2;0;1;0
bhr5846gl;"auriculares intrauditivo redmi buds 4 autonomia hasta 6 horas con microfono y estuche de carga bluetooth blanco";43.91;xiaomi;auricular;1;0;1;0
bhr5847gl;"auriculares intrauditivo redmi buds 4 autonomia hasta 6 horas con microfono y estuche de carga bluetooth azul";45.8;xiaomi;auricular;4;0;1;0
bhr5896gl;"auriculares intrauditivo redmi buds 4 pro autonomia hasta 9 horas con microfono y estuche de carga bluetooth negro";58;xiaomi;auricular;4;0;1;0
bhr6099gl;"raton wireless mouse lite inalambrico con receptor usb nano optico 2.4ghz 2 botones negro";6.66;xiaomi;raton;2;0;1;0
bhr6143eu;"comedero de mascotas inteligente smart pet food feeder control desde app";77.01;xiaomi;accesorio;1;0;1;0
bhr6814gl;"cargador usb  67w para coche 1 x usb-c 1 x usb-a compatible con carga para smartphone";17.52;xiaomi;cargador;2;0;1;0
bhr6958gl;"auriculares intrauditivo redmi buds 4 pro  con microfono autonomia hasta 36 horas con el estuche de carga bluetooth 5.3 blanco";47.83;xiaomi;auricular;11;0;1;0
bhr7848gl;"smartwatch redmi watch 4 reloj pantalla amoled 1.97' bluetooth - autonomia hasta 20 dias - resistencia al agua 5 atm - color plata";69.01;xiaomi;watch;4;0;1;2.5
bhr8088gl;"camara videovigilancia c500 pro interior motorizada 360 3k, hdr 5mp vision nocturna, control desde app,conexion wifi bluetooth 5.2 capacidad de uso tarjeta micro sd hasta 256gb, reconocimiento de mascotas areas principales y ruidos fuertes llamadas bidireccionales color blanco";40.46;xiaomi;camara vid;5;0;1;0
bhr8391gl;"auriculares intrauditivo redmi buds 6 bluetooth 5.4 microfono integrado y estuche de carga autonomia hasta 6 horas control tactil color blanco";12.06;xiaomi;auricular;3;0;1;0
bhr8396gl;"auriculares intrauditivo redmi buds 6 bluetooth 5.4 microfono integrado y estuche de carga autonomia hasta 6 horas control tactil color negro";11.77;xiaomi;auricular;0;0;1;0
bhr8755eu;"camara videovigilancia smart c500 dual interior motorizada 360 2k ip wifi, vision nocturna, control desde app, capacidad de uso tarjeta micro sd hasta 256gb, seguimiento de humanos por ia color blanco";56.24;xiaomi;camara vid;0;0;1;0
bhr8773gl;"auriculares intrauditivo redmi buds 6 bluetooth 5.4 microfono integrado y estuche de carga autonomia hasta 7 horas resistencia ipx4 control tactil color blanco";7.87;xiaomi;auricular;10;0;1;0
bhr8776gl;"auriculares intrauditivo redmi buds 6 bluetooth 5.4 microfono integrado y estuche de carga autonomia hasta 7 horas resistencia ipx4 control tactil color negro";9.63;xiaomi;auricular;13;0;1;0
bhr8784gl;"smartwatch redmi watch 5 active reloj pantalla  2' bluetooth 5.3 - autonomia hasta 18 dias en modo de uso tipico cable de carga magnetico - resistencia ipx8 - color negro";24.49;xiaomi;watch;3;0;1;2.5
bhr8789gl;"smartwatch redmi watch 5 lite reloj pantalla amoled 1.96' bluetooth 5.3- autonomia hasta 18 dias - resistencia al agua 5 atm - color negro";36.38;xiaomi;watch;2;0;1;2.5
bhr8790gl;"smartwatch redmi watch 5 active reloj pantalla  2' bluetooth 5.3 - notificaciones frecuencia cardiaca autonomia hasta 18 dias en modo de uso tipico cable de carga magnetico - resistencia ipx8 - color plata";23.54;xiaomi;watch;3;0;1;2.5
bhr8791gl;"smartwatch redmi watch 5 lite reloj pantalla  1.96' bluetooth 5.3 - notificaciones frecuencia cardiaca acelerometro giroscopio gps autonomia hasta 18 dias en modo de uso tipico cable de carga magnetico - resistencia ipx8 - color  dorado";37.03;xiaomi;watch;1;0;1;2.5
bhr8975gl;"powerbank 20000mah 33w incluye cable de carga rapida usb c bateria de iones de litio color azul ";20.3;xiaomi;power bank;3;0;1;0
bhr9126gl;"powerbank 30000mah 18w carga rapida inteligente puede cargar hasta tres dispositivos simultaneamente dos puerto s usb a y uno usb c todos compatibles con carga rapida de 18w bateria de iones de litio cable de carga usb c incluido color negro";22.38;xiaomi;power bank;3;0;1;0
bhr9166eu;"camara videovigilancia smart c300 dual interior motorizada 360 ip wifi, vision nocturna, control desde app, capacidad de uso tarjeta micro sd hasta 256gb, seguimiento de humanos por ia color blanco";38.89;xiaomi;camara vid;3;0;1;0
bhr9341gl;"powerbank 10000mah 33w incluye cable de carga rapida usb c bateria de iones de litio color azul ";16.85;xiaomi;power bank;5;0;1;0
bhr9381gl;"smartwatch redmi watch 5 pantalla  2.07' bluetooth 5.3 - notificaciones frecuencia cardiaca gps autonomia hasta 24 dias en modo de uso tipico cable de carga magnetico - resistencia ipx8 - color plata";74.16;xiaomi;watch;3;0;1;2.5
bhr9388gl;"smartwatch redmi watch 5 reloj pantalla  2.07' bluetooth 5.3 - notificaciones frecuencia cardiaca autonomia hasta 24 dias en modo de uso tipico cable de carga magnetico color violeta lavanda ";74.9;xiaomi;watch;1;0;1;2.5
bhr9389gl;"smartwatch redmi watch 5 reloj pantalla  2.07' bluetooth 5.3 - notificaciones frecuencia cardiaca autonomia hasta 24 dias en modo de uso tipico cable de carga magnetico color negro";75.41;xiaomi;watch;2;0;1;2.5
bhr9444gl;"pulsera mi smart band 9 bluetooth 5.3 pantalla tactil 1.47' sensor de frecuencia cardiaca mas de 100 modos deportivos resistente al agua 5 atm notificaciones bateria 300mah duracion bateria hasta 18 dias negro";18.19;xiaomi;pulsera;4;0;1;0
bhr9462eu;"cargador de pared a usb-a 120w + cable identificacion inteligente de dispositivos blanco  para smartphone";16.43;xiaomi;cargador;7;0;1;0
bhr9465eu;"cargador de pared a usb-a 67w + cable identificacion inteligente de dispositivos blanco  para smartphone";11.4;xiaomi;cargador;14;0;1;0
bhr9956eu;"cargador de pared a usb-a 33w + cable identificacion inteligente de dispositivos color blanco";7.49;xiaomi;cargador;15;0;1;0
bhr9970gl;"powerbank 25000mah 212w carga rapida inteligente puede cargar hasta tres dispositivos simultaneamente dos puertos usb c y uno usb a todos compatibles con carga rapida de 50w bateria de iones de litio cable de carga incluido color negro";67.09;xiaomi;power bank;1;0;1;0
bjorn01b;"altavoces 2.0 bjorn mini jack 3.5mm y bluetooth 10w negro";12.21;conceptronic;altavoz;8;0;1;0
bjorn02b;"altavoces 2.0 bjorn mini jack 3.5mm y bluetooth 6w negro";7.23;conceptronic;altavoz;7;0;1;0
bk500ei;"ups back cs500 500va 300w 230v line interactive formato torre 2xiec 320 c13 proteccion conta subidas de tension 3xiec 320 c13 bateria de reserva 2xiec jumpers contra subida de tension usb rs232 peso 7.5 kg";133.99;apc;ups;1;0;1;0
bk5x6ea;"portatil gaming omen 16-ap0024ns amd ryzen ai 9-365 hasta 5.0ghz memoria ram 32gb ddr5 5600mhz 1tb ssd m.2 nvme 16' 2560x1600 240hz ips grafica 8gb gddr7 nvidia geforce rtx 5070  dedicada webcam true vision 1080p con reduccion temporal de ruidos wifi 6 ethernet bluetooth 5.4 hdmi usb 3.2 usb-c compatible dispalyport 1.4a 2xusb-c teclado retroiluminado sonido dts x ultra bateria 83wh freedos 3.0 negro sombra";1467.19;hp;portatil;3;0;1;5.33
bk650ei;"ups back cs650 650va 400w 230v line interactive formato torre 1xiec 320 c13 proteccion conta subidas de tension 3xiec 320 c13 bateria de reserva 2xiec jumpers contra subida de tension usb rs232 peso 8 kg";161.4;apc;ups;0;0;1;0
bl-g2-7-b;"boligrafo de tinta de gel g2 con punta 0.7mm de color negro";1.03;pilot;papeleria;5;0;1;0
bl-g2-7-l;"boligrafo de tinta de gel g2 con punta 0.7mm de color azul";1.12;pilot;papeleria;24;0;1;0
bl2b7ea 32gb;"portatil gaming victus 15-fa2039ns intel core 7 240h hasta 5.2ghz ram 32gb ddr5 5600mhz 1tb ssd m.2 nvme 15.6' 1920x1080 144hz ips grafica 8gb gddr7 nvidia geforce rtx 5060  dedicada webcam 720p wifi 6 ethernet bluetooth 5.4 hdmi 2xusb 3.2 usb-c compatible dispalyport 1.4a teclado retroiluminado sonido dts x ultra bateria 70wh freedos 3.0 gris";1230.08;hp;portatil;3;0;1;5.33
bp4r6ea;"portatil gaming omen 16-am0036ns intel core ultra 7-255h hasta 5.1ghz memoria ram 32gb ddr5 5600mhz 1tb ssd m.2 nvme 16' 1920x1200 144hz ips grafica 8gb gddr7 nvidia geforce rtx 5060  dedicada webcam true vision 1080p con reduccion temporal de ruidos wifi 6 ethernet bluetooth 5.4 hdmi 2xusb 3.2 usb-c compatible dispalyport 1.4a teclado retroiluminado sonido dts x ultra 83wh freedos 3.0 negro";1251.02;hp;portatil;1;0;1;5.33
bp71ga4;"papel fotografico glossy premium a4 260g/m2 pack 20 hojas";7.56;brother;papel;-3;0;1;0
bpb011btbk;"powerbank 10000mah carga rapida 15w puerto de salidad 2xusb-a usb-c negro";14.84;belkin;power bank;13;0;1;0
bpb011btbl;"powerbank 10000mah carga rapida 15w puerto de salidad 2xusb-a usb-c azul";11.24;belkin;power bank;10;0;1;0
bpb012btbk;"powerbank 20000mah carga rapida 15w puerto de salidad 2xusb-a usb-c negro";21.2;belkin;power bank;3;0;1;0
bpb012btbl;"powerbank 20000mah carga rapida 15w puerto de salidad 2xusb-a usb-c azul";17.57;belkin;power bank;9;0;1;0
bpb024hqbk;"powerbank 20000mah carga rapida 30w puerto de salidad usb-a usb-c negro";20.44;belkin;power bank;7;0;1;0
bpb024hqbl;"powerbank 20000mah carga rapida 30w puerto de salidad usb-a usb-c azul";26.69;belkin;power bank;5;0;1;0
bpb024hqpk;"powerbank 20000mah carga rapida 30w puerto de salidad usb-a usb-c rosa";18.55;belkin;power bank;2;0;1;0
bpd004btbk;"powerbank boost charge 5000mah wireless y magnetica para iphone (compatible con magsafe) negra";17.52;belkin;power bank;7;0;1;0
bpd004btwh;"powerbank boost charge 5000mah wireless y magnetica para iphone (compatible con magsafe) blanca";18.6;belkin;power bank;6;0;1;0
bpd006btbk;"powerbank boost charge 5000mah magnetica con qi2 de 15w negra";20.14;belkin;power bank;7;0;1;0
bpd008btbk;"powerbank boost charge 10000mah magnetica con qi2 de 15w negra";34.98;belkin;power bank;3;0;1;0
bpd008btwh;"powerbank boost charge 10000mah magnetica con qi2 de 15w blanca";34.98;belkin;power bank;1;0;1;0
bpgp-10r-m-b;"boligrafo super grip con punta de 0.4mm de color negro";0.77;pilot;papeleria;10;0;1;0
br1300mi;"ups pro 1300 1300va 780w 230v line interactive formato torre lcd 6xiec 320 c13 bateria de reserva 2xiec jumpers peso 12 kg";348.06;apc;ups;1;0;1;0
br1500g-gr;"ups pro 1500 1500va 865w 230v line interactive formato torre lcd 3xschuko cee 7 proteccion contra subida de tension 5xschuko cee 7 bateria de reserva usb rs232 peso 14 kg";439.91;apc;ups;1;0;1;0
br650mi;"ups back-ups pro br 650va 390w 230v line interactive formato torre 6x iec peso 6.4kg";174.06;apc;ups;2;0;1;0
br900mi;"ups pro 900 900va 540w 230v line interactive formato torre lcd 6xiec 320 c13 peso 17 kg";231.17;apc;ups;1;0;1;0
brendan01b;"auriculares intrauditivo bluetooth 5.0 dsp ipx4 -offer";9.35;conceptronic;auricular;37;0;1;0
bsv400vf2m-v2;"regleta de proteccion contra sobretensiones con cuatro tomas de enchufe con interruptor de encendido/apagado cable de 2 metros color blanco/gris";11.45;belkin;regleta;7;0;1;0
bsv401vf2m-v2;"regleta de proteccion contra sobretensiones con cuatro tomas de enchufe, dos puertos usb a 2.4  con interruptor de encendido/apagado cable de 2 metros color blanco/gris";16.96;belkin;regleta;5;0;1;0
bsv603vf2m-v2;"regleta seis tomas schuko con interruptor y con proteccion contra sobretensiones cable 2 metros blanco y gris";13.29;belkin;regleta;6;0;1;0
bsv604vf2m;"regleta de proteccion contra sobretensiones con seis tomas de enchufe, dos puertos usb a 2.4 a con interruptor de encendido/apagado cable de 2 metros color blanco/gris";16.91;belkin;regleta;2;0;1;0
bt-dr2510;"tambor dr2510  generico 15000 paginas aproximada. hll2400dw, hll2445dw, dcpl2620dw, dcpl2627dwxl, dcpl2660dw, mfcl2800dw, mfcl2827dwxl, mfcl2860dw";7.1;mcc;tambor;11;0;1;0
bt-dr3400;"tambor generico dr-3400 30.000 paginas";9.44;mcc;tambor;0;10;1;0
bt-tn248xlbk;"toner compatible brother tn248xl negro";7.6;mcc;toner;8;0;1;0
bt-tn248xlcy;"toner compatible brother tn248xl cyan";7.51;mcc;toner;1;5;1;0
bt-tn248xlmg;"toner compatible brother tn248xl magenta";7.55;mcc;toner;0;5;1;0
bt-tn248xly;"toner compatible brother tn248xl amarillo ";8.42;mcc;toner;3;0;1;0
bt7j8ea;"portatil 17-cn3026ns intel i5-1334u hasta 4.6 ghz memoria ram 16gb ddr4 3200 512gb ssd pcie nvme m.2 17.3' fhd 1920x1080 grafica integrada intel iris x graphics usb-c 2xusb-a hdmi 1.4b wifi 6 bluetooth 5.4 webcam 720 hd con reduccion de ruido temporal bateria 3 celdas 41wh windows 11 home color plata";559.12;hp;portatil;0;0;1;5.33
bu220cl;"cinturon de arrastre 50.000 paginas";82.71;brother;componente;0;0;1;0
bu229cl;"cinturon de arrastre 50.000 paginas aproximadamente. hll3220cw,hll3240cdw, dcpl3520cdw, dcol3560cdw, mfcl3740cdw, mfcl3760cdw, hll8230cdw, hll8240cdw, mfcl8340cdw, mfcl8390cdw";82.71;brother;componente;0;0;1;0
bu330cl;"cinturon de arrastre 50.000 paginas";41.52;brother;componente;0;0;1;0
bv1000i-gr;"ups back-ups 1000va 600w 230v line interactive formato regleta 4x schuko peso 5.7kg";84.59;apc;ups;1;0;1;0
bv500i-gr;"ups easy ups 500va 300w 230v line interactive formato regleta 4x schuko peso 4.2kg";58.66;apc;ups;5;0;1;0
bvx1200li;"ups easy ups 1200va 650w 230v line interactive formato torre 6x iec 60320 c13 peso 7.5kg";119.9;apc;ups;4;0;1;0
bvx1200li-gr;"ups easy ups 1200va 650w 230v line interactive formato torre 4x schuko peso 7.5kg";97.88;apc;ups;3;0;1;0
bvx1600li;"ups easy ups 1600va 900w 230v line interactive formato torre 6x iec 60320c13 peso 10.2kg";135.36;apc;ups;3;0;1;0
bvx1600li-gr;"ups easy ups 1600va 900w 230v line interactive formato torre 4x schuko peso 10.2kg";130.84;apc;ups;3;0;1;0
bvx700li;"ups easy ups 700va 360w 230v line interactive formato torre 4 iec 320 c13 peso 4.2kg";75.07;apc;ups;4;0;1;0
bvx700li-gr;"ups easy ups 700va 360w 230v line interactive formato torre 2x schuko peso 4.2kg";78.33;apc;ups;3;0;1;0
bvx900li;"ups easy ups 900va 480w 230v line interactive formato torre 4x iec sockets peso 6kg";92.86;apc;ups;3;0;1;0
bvx900li-gr;"ups easy ups 900va 480w 230v line interactive formato torre 2x schuko peso 6kg";79.18;apc;ups;3;0;1;0
bx1600mi;"ups back bx1600ui 1600va 900w 230v line interactive formato torre 6xiec 320 c13 bateria de reserva 2xiec jumpers bateria de reserva peso 11.68 kg";182.43;apc;ups;2;0;1;0
bx500mi;"ups back bx500mi 500va 300w 230v line interactive formato torre 3xiec 60320 c13 proteccion de sobrevoltaje para rj45  y puerto de datos usb-b peso 4,2 kg";71.94;apc;ups;3;0;1;0
bx750mi;"ups back-ups 750va 410w 230v line interative formato torre 4xiec peso 5.4kg";78.48;apc;ups;2;0;1;0
bx750mi-gr;"ups back-ups 750va 410w 230v line interactive formato torre 4x schuko peso 5.4kg";84.55;apc;ups;5;0;1;0
bx8070110100;"cpu i3 10100 10a generacion 3.6ghz cache 6mb socket 1200";78.06;intel;cpu;1;0;1;0
bx8071512400;"cpu i5 12400 12a generacion 2.5ghz hasta 4.40ghz cache 18mb 6 nucleos socket 1700";179.35;intel;cpu;5;0;1;0
bx8071512400f;"cpu i5 12400f 12a generacion 2.5ghz hasta 4.40ghz cache 18mb 6 nucleos socket 1700 precisa tarjeta grafica";126.48;intel;cpu;4;0;1;0
