codigo;denominacion;precio;marca;producto;stock;viajando;dto;canon
mr.jqh11.001;"proyector s1386whn dlp 3d lumenes 3.600 resolucion nativa 1280x800 wxga resolucion maxima 1920x1200 wuxga relacion aspecto nativo 4:3 relacion aspecto compatible 16:9 contraste 20.000:1 hdmi 2xvga rca vga-out usb rs232 ethernet wifi salida audio mini jack altavoz interno 16w mando a distancia bolsa transporte  dimensiones 313x255.3x114mm blanco (corta distancia) distancia de proyeccion 0.4 a 3.8 metros peso 3.1kg";456.72;acer;proyector;6;0;0.25;0
mr.jqu11.001;"proyector s1386wh dlp 3d lumenes 3.600 resolucion nativa 1280x800 wxga resolucion maxima 1920x1200 wuxga relacion aspecto nativo 4:3 relacion aspecto compatible 16:9 contraste 20.000:1 hdmi vga rca vga-out usb rs232 salida audio mini jack altavoz interno 16w 3d mando a distancia bolsa transporte  dimensiones 313x255.3x114mm blanco (corta distancia) distancia de proyeccion 0.4 a 3.8 metros peso 3.1kg";414.96;acer;proyector;7;0;0.25;0
mr.jtg11.00p;"proyector x119h dlp 3d lumenes 3.840 resolucion nativa 800x600 wuxga resolucion maxima 1920x1200 relacion aspecto 4:3 relacion aspecto compatible 16:9 contraste 20.000:1 lampara 220w hdmi vga usb salida audio mini jack altavoz interno  distancia de proyeccion minima 1m maxima 11.8m peso 2.8kg negro";227.76;acer;proyector;39;0;0.25;0
mr.jwm11.001;"proyector interactivos qf15a lumenes 500  hd resolucion maxima 1920x1080 relacion aspecto nativo 16:09 contraste 1.000:1 hdmi usb a  bluetooth altavoz interno distancia de proyeccion 1,5m a 3,5m peso 2.1 kg";160;acer;proyector;3;0;0.25;0
mr7k3y/a;"macbook pro 14.2' chip m3 con cpu de 8 nucleos 8gb de memoria unificada 1tb ssd grafica gpu de 10 nucleos pantalla liquid retina xdr dos puertos thunderbolt/usb 4 hdmi ranura tarjetas sdxc toma para auriculares y puerto magsafe 3 teclado magic keyboard con touch id trackpad force touch adaptador de corriente usb-c 70w plata caja abierta";999;apple;macbook;1;0;1;5.33
mr8v3ql/a;"apple watch series 9 gps caja de aluminio blanco estrella de 41mm, color de correa blanco estrella correa loop deportiva ";229;apple;watch;1;0;1;2.5
mr953ql/a;"apple watch series 9 gps caja de aluminio rosa de 41mm, color de correa rosa claro correa loop deportiva";229;apple;watch;2;0;1;2.5
mr963ql/a;"apple watch series 9 gps caja de aluminio blanco estrella de 45mm, color de correa blanco estrella correa deportiva talla s/m";375.27;apple;watch;1;0;1;2.5
mr973ql/a;"apple watch series 9 gps caja de aluminio blanco estrella de 45mm, color de correa blanco estrella correa deportiva talla m/l";375.27;apple;watch;1;0;1;2.5
mr9a3ql/a;"apple watch series 9 gps caja de aluminio medianoche de 45mm, color de correa medianoche correa deportiva talla m/l";299;apple;watch;2;0;1;2.5
mr9e3ql/a;"apple watch series 9 gps caja de aluminio plata de 45mm, color de correa azul tempestad correa deportiva talla m/l";361.39;apple;watch;1;0;1;2.5
mrhn3ql/a;"apple watch series 9 gps + cellular caja de aluminio blanco estrella de 41mm, color de correa blanco estrella correa deportiva talla s/m";447.05;apple;watch;1;0;1;2.5
mrj13ql/a;"apple watch series 9 gps + cellular caja de aluminio rosa de 41mm, color de correa rosa claro correa loop deportiva ";447.05;apple;watch;4;0;1;2.5
mrj43ql/a;"apple watch series 9 gps + cellular caja de acero inoxidable plata de 41mm con pulsera milanese loop plata";665;apple;watch;1;0;1;2.5
mrm93ql/a;"apple watch series 9 gps + cellular caja de aluminio blanco estrella de 45mm, color de correa blanco estrella correa deportiva talla m/l";471;apple;watch;1;0;1;2.5
mrmd3ql/a;"apple watch series 9 gps + cellular caja de aluminio medianoche de 45mm, color de correa medianoche correa deportiva talla m/l";471;apple;watch;1;0;1;2.5
mrmq3ql/a;"apple watch series 9 gps + cellular caja de acero inoxidable plata de 45mm con pulsera milanese loop plata";704;apple;watch;1;0;1;2.5
mrw33y/a;"macbook pro 16.2' chip m3 max con cpu de 14 nucleos 36gb de memoria unificada 1tb ssd grafica gpu de 30 nucleos pantalla liquid retina xdr tres puertos thunderbolt hdmi ranura tarjetas sdxc toma para auriculares y puerto magsafe 3 teclado magic keyboard con touch id trackpad force touch adaptador de corriente usb-c 140w negro espacial";2975;apple;macbook;1;0;1;5.33
mrw73y/a;"macbook pro 16.2' chip m3 max con cpu de 14 nucleos 36gb de memoria unificada 1tb ssd grafica gpu de 30 nucleos pantalla liquid retina xdr tres puertos thunderbolt hdmi ranura tarjetas sdxc toma para auriculares y puerto magsafe 3 teclado magic keyboard con touch id trackpad force touch adaptador de corriente usb-c 140w plata";2975;apple;macbook;1;0;1;5.33
mrx53y/a;"macbook pro 14.2' chip m3 max con cpu de 14 nucleos 36gb de memoria unificada 1tb ssd grafica gpu de 30 nucleos pantalla liquid retina xdr tres puertos thunderbolt hdmi ranura tarjetas sdxc toma para auriculares y puerto magsafe 3 teclado magic keyboard con touch id trackpad force touch adaptador de corriente usb-c 96w negro espacial";2753;apple;macbook;1;0;1;5.33
mrx83y/a;"macbook pro 14.2' chip m3 max con cpu de 14 nucleos 36gb de memoria unificada 1tb ssd grafica gpu de 30 nucleos pantalla liquid retina xdr tres puertos thunderbolt hdmi ranura tarjetas sdxc toma para auriculares y puerto magsafe 3 teclado magic keyboard con touch id trackpad force touch adaptador de corriente usb-c 96w plata";2753;apple;macbook;1;0;1;5.33
mryq3y/a;"macbook air 15.3' chip m3 con cpu de 8 nucleos 8gb de memoria unificada 512gb ssd grafica m2 gpu de 10 nucleos pantalla liquid retina camara facetime hd a 1080p teclado magic keyboard retroiluminado con touch id trackpad force touch plata";899;apple;macbook;2;0;1;5.33
ms-1470sun-2;"lector codigos de barras 1470g2d laser lectura automatica o pulsador 1d y 2d con soporte usb negro";60.95;honeywell;scanner cb;8;0;1;0
ms-1602-1d;"lector codigos de barras ms-1602 portatil 1d distancia hasta 10 metros bateria larga duracion hasta 2.250 lecturas bluetooth negro";137.52;honeywell;scanner cb;2;0;1;0
ms-3580u;"lector codigos de barras ms-3580 quantum laser omnidireccional sobremesa lectura automatica 1d usb negro";177.55;honeywell;scanner cb;1;0;1;0
ms-7190g;"lector codigos de barras ms-7190 orbit hybrid laser omnidireccional sobremesa o mano lectura automatica 2d o pdf usb negro";191.28;honeywell;scanner cb;2;0;1;0
ms-7680u;"lector codigos de barras ms-7680 genesis xp laser sobremesa multidireccional lectura automatica 2d usb (7680gsr-2usb-1-r) negro";150.42;honeywell;scanner cb;10;0;1;0
msa019btcl;"funda sheerforce transparente y magnetica compatible magsafe para iphone 15";12.72;belkin;funda;4;0;1;0
msa020btcl;"funda sheerforce transparente  y magnetica compatible magsafe para iphone 15 plus";12.72;belkin;funda;4;0;1;0
msa022btcl;"funda sheerforce transparente  y magnetica compatible magsafe para iphone 15 pro max";12.72;belkin;funda;4;0;1;0
mt0;"pasta termica mt0 conductividad termica 6w/m*k 1 gramo gris";1.06;mars gaming;pasta;29;0;1;0
mt0h3ty/a;"cable desde usb-c macho a carga magnetica longitud 1 metro este cable conecta el apple watch combinando la tecnologia magsafe con la carga inductiva al puerto usb del ordenador para sincronizarlo o cargarlo o al adaptador de corriente usb de para cargarlo en una toma de pared";22.29;apple;cable;0;0;1;0
mt1;"pasta termica mt1 conductividad termica 9w/m*k 3 gramos gris";3.68;mars gaming;pasta;45;0;1;0
mt203zm/a;"funda transparente con magsafe para iphone 15 ";41.34;apple;funda;10;0;1;0
mt213zm/a;"funda transparente con magsafe para iphone 15 plus";41.34;apple;funda;3;0;1;0
mt233zm/a;"funda transparente con magsafe para iphone 15 pro max";41.34;apple;funda;2;0;1;0
mtjt3y/a;"altavoces 1.0 homepod mini bluetooth medianoche";87.03;apple;altavoz;0;0;1;0
mtjy3zm/a;"auriculares intrauditivo earpods con microfono y mando de control integrado en el cable usb-c blanco";13;apple;auricular;11;0;1;0
mtvf3ql/a;"iphone 15 pro 6.1' 1tb titanio natural";1299;apple;iphone;2;0;1;3.25
mtvg3ql/a;"iphone 15 pro 6.1' 1tb titanio azul";999;apple;iphone;3;0;1;3.25
mu-pc2t0t/ww;"disco duro externo ssd t7 2tb usb 3.2 color gris";215.07;samsung;ssd ext1+;8;0;1;6.45
mu883zm/a;"cable desde usb-c macho a usb-c macho thunderbolt 4 pro longitud 1 metro";58.3;apple;cable;0;0;1;0
mu963yp/a;"mac studio chip m4 max de apple con cpu de 14 nucleos gpu de 32 nucleos y neural engine de 16 nucleos 36gb de memoria unificada 512gb ssd frontal: dos puertos usb-c y ranura para tarjetas sdxc parte trasera: cuatro puertos thunderbolt 5, dos puertos usb-a, puerto hdmi, puerto ethernet de 10 gb y toma para auriculares de 3,5 mm";1771.9;apple;imac;0;0;1;5.33
mu973yp/a;"mac studio chip m3 ultra de apple con cpu de 28 nucleos gpu de 60 nucleos y neural engine de 32 nucleos 96gb de memoria unificada 1tb ssd frontal: dos puertos thunderbolt 5 y ranura para tarjetas sdxc parte trasera: cuatro puertos thunderbolt 5, dos puertos usb-a, puerto hdmi, puerto ethernet de 10 gb y toma para auriculares de 3,5 mm";3694.45;apple;imac;0;0;1;5.33
mu9d3yp/a;"mac mini chip m4 con cpu de 10 nucleos 16gb de memoria unificada 256gb ssd gpu de 10 nucleos gigabit ethernet tres puertos thunderbolt 4, un puerto hdmi, dos puertos usb-c y toma para auriculares plata";543.61;apple;macmini;0;0;1;5.33
mu9e3yp/a;"mac mini chip m4 con cpu de 10 nucleos 16gb de memoria unificada 512gb ssd gpu de 10 nucleos gigabit ethernet tres puertos thunderbolt 4, un puerto hdmi, dos puertos usb-c y toma para auriculares plata";735.33;apple;macmini;-1;0;1;5.33
mu9f2zm/a;"cargador inalambrico qi 5w para apple watch carga todos los modelos y tamaos se conecta mediante el cable de conector lightning a usb";62.63;apple;cargador;1;0;1;0
muq93zm/a;"cable desde usb-c macho a lightning macho longitud 1 metro este cable conecta iphone, ipad o ipod con conector lightning al puerto usb-c del mac para sincronizarlo o cargarlo o al adaptador de corriente usb-c para cargarlo en una toma de pared";17.28;apple;cable;11;0;1;0
muqw3zm/a;"cable desde lightning macho a usb-a macho 2.0 longitud 1 metro este cable conecta iphone, ipad o ipod con conector lightning al puerto usb del ordenador para sincronizarlo o cargarlo o al adaptador de corriente usb de para cargarlo en una toma de pared";17.3;apple;cable;4;0;1;0
muqx3zm/a;"adaptador desde usb-c macho a lightning hembra";25.44;apple;adaptador;2;0;1;0
muw63y/a;"macbook pro 16.2' chip m3 max con cpu de 16 nucleos 48gb de memoria unificada 1tb ssd grafica gpu de 40 nucleos pantalla liquid retina xdr tres puertos thunderbolt hdmi ranura tarjetas sdxc toma para auriculares y puerto magsafe 3 teclado magic keyboard con touch id trackpad force touch adaptador de corriente usb-c 140w negro espacial";3419;apple;macbook;1;0;1;5.33
muw73y/a;"macbook pro 16.2' chip m3 max con cpu de 16 nucleos 48gb de memoria unificada 1tb ssd grafica gpu de 40 nucleos pantalla liquid retina xdr tres puertos thunderbolt hdmi ranura tarjetas sdxc toma para auriculares y puerto magsafe 3 teclado magic keyboard con touch id trackpad force touch adaptador de corriente usb-c 140w plata";2999;apple;macbook;2;0;1;5.33
muwa3zm/a;"apple pencil usb-c para ipad pro de 13" m5 y m4, ipad pro de 11" m5 y m4, ipad air de 13" m3 y m2, ipad air de 11" m3 y m2 ipad decima generacion, ipad pro de 12.9" tercera, cuarta, quinta y sexta generacion, ipad pro de 11" primera, segunda, tercera y cuarta generacion, ipad air cuarta y quinta generacion, ipad mini sexta generacion. ipad a16. ipad mini a17 pro. carga usb-c";72.53;apple;pencil;10;0;1;0
muwh3ty/a;"ipad air chip m2 11' 256gb wifi azul";417;apple;ipad;1;0;1;3.75
muwl3ty/a;"ipad air chip m2 11' 512gb wifi gris espacial ";617;apple;ipad;2;0;1;3.75
muxg3ty/a;"ipad air chip m2 11' 128gb wifi + cellular purpura";485;apple;ipad;2;0;1;3.75
mv2n3ty/a;"ipad air chip m2 13' 512gb wifi purpura";873;apple;ipad;1;0;1;3.75
mv2q3ty/a;"ipad air chip  m2 13' 1tb wifi azul";978;apple;ipad;1;0;1;3.75
mv6t3ty/a;"ipad air chip m2 13' 128gb wifi + cellular blanco estrella";611;apple;ipad;2;0;1;3.75
mv6y3ty/a;"ipad air chip m2 13' 256gb wifi + cellular purpura";712;apple;ipad;1;0;1;3.75
mvvc3ty/a;"ipad pro 11' chip m4 512gb wifi vidrio estandar negro espacial";969;apple;ipad;1;0;1;3.75
mvvd3ty/a;"ipad pro 11' chip m4 512gb wifi vidrio estandar plata";969;apple;ipad;1;0;1;3.75
mvw13ty/a;"ipad pro 11' chip m4 256gb wifi + cellular vidrio estandar negro espacial (oem) ";969;apple;ipad;1;0;1;3.75
mvx63ty/a;"ipad pro 13' chip m4 1tb wifi vidrio estandar negro espacial";1454;apple;ipad;1;0;1;3.75
mvxr3ty/a;"ipad pro 13' chip m4 256gb wifi + cellular vidrio estandar negro espacial";1249;apple;ipad;1;0;1;3.75
mw2g3zm/a;"cargador de pared a usb-c 30w para iphone ipad macbook air apple watch apple vision pro y airpods";33.12;apple;cargador;9;0;1;0
mw2k3aa/a;"cargador de pared a usb-c doble 35w para iphone ipad";47.05;apple;cargador;5;0;1;0
mw2l3zm/a;"cargador de pared a usb-c 96w para macbook pro de 14' macbook air (13'-15' m3 2024) macbook air (13'-15' m2 2023)  macbook air (13' m1 2020) macbook air (retina 13' 2020-2019-2018) macbook pro (13' 2020) macbook pro (16' 2019) macbook pro (13' 2016-2019) macbook pro (15' 2016-2019) macbook (retina 12' a principios 2015-2017";62.54;apple;cargador;9;0;1;0
mw2m3aa/a;"cargador de pared a usb-c 140w para macbook air macbook pro macbook ipad pro ipad air iphone 15 iphone 16 airpods";86.53;apple;cargador;5;0;1;0
mw2p3zm/a;"adaptador desde lightning macho a hdmi hembra  (sustituye a md826zm/a)";40.83;apple;adaptador;3;0;1;0
mw2q3zm/a;"adaptador desde usb-c macho a mini jack hembra 3.5mm sustituye a mu7e2zm/a";6.91;apple;adaptador;32;0;1;0
mw2r3zm/a;"cable desde usb-c macho a lightning macho longitud 2 metros este cable conecta iphone, ipad o ipod con conector lightning al puerto usb-c del mac para sincronizarlo o cargarlo o al adaptador de corriente usb-c para cargarlo en una toma de pared sustituye a mqgh2zm/a";24.23;apple;cable;5;0;1;0
mw493zm/a;"cable desde usb-c macho a usb-c macho tipo trenzado longitud 1 metro velocidad de carga de hasta 60w sincronizar y transferir datos entre dispositivos usb-c color blanco.(sustituye a mqkj3zm/a)";17.39;apple;cable;18;0;1;0
mw5m3zm/a;"adaptador desde usb-c macho a hdmi hembra usb-c usb-a (sustituye a muf82zm/a )";57.32;apple;adaptador;6;0;1;0
mw613zm/a;"cable desde usb-c macho a magasafe 3 longitud 2 metros color plata";41.34;apple;cable;2;5;1;0
mw653zm/a;"adaptador desde usb-c macho a sd hembra sustituye a mufg2zm/a";32.81;apple;adaptador;3;0;1;0
mw973zm/a;"funda smart folio para ipad pro 11'  m4  blanco";62.54;apple;funda;0;0;1;0
mw983zm/a;"funda smart folio para ipad pro 11'  m4  negro";62.54;apple;funda;0;0;1;0
mw993zm/a;"funda smart folio para ipad pro 11'  m4  azul denim";62.54;apple;funda;0;0;1;0
mwk23zm/a;"funda smart folio para ipad pro 13'  m4  blanco";82.68;apple;funda;0;0;1;0
mwk33zm/a;"funda smart folio para ipad pro 13'  m4 negro";82.68;apple;funda;0;0;1;0
mwk43zm/a;"funda smart folio para ipad pro 13'  m4 azuil denim";82.68;apple;funda;0;0;1;0
mwk53zm/a;"funda smart folio para ipad air 11'  m3, m2, quinta y cuarta generacion gris carbon";62.54;apple;funda;0;0;1;0
mwk63zm/a;"funda smart folio para ipad air 11'  m3, m2, quinta y cuarta generacion azul denim";62.54;apple;funda;0;0;1;0
mwk73zm/a;"funda smart folio para ipad air 11'  m3, m2, quinta y cuarta generacion verde salvia";62.54;apple;funda;0;0;1;0
mwk83zm/a;"funda smart folio para ipad air 11'  m3, m2, quinta y cuarta generacion violeta claro";62.54;apple;funda;0;0;1;0
mwk93zm/a;"funda smart folio para ipad air 13'  m3 y m2 gris carbon";82.68;apple;funda;0;0;1;0
mwka3zm/a;"funda smart folio para ipad air 13'  m3 y m2 azul denim";82.68;apple;funda;0;0;1;0
mwkc3zm/a;"funda smart folio para ipad air 13'  m3 y m2 verde salvia";82.68;apple;funda;0;0;1;0
mwkd3zm/a;"funda smart folio para ipad air 13'  m3 y m2 violeta claro";82.68;apple;funda;0;0;1;0
mwr03y/a;"funda con teclado magic keyboard bluetooth para ipad pro 11'  m5, m4 blanco";285.14;apple;teclado;2;0;1;0
mwr23y/a;"funda con teclado magic keyboard bluetooth para ipad pro 11' m5, m4 negro";285.14;apple;teclado;1;0;1;0
mwr43y/a;"funda con teclado magic keyboard bluetooth para ipad pro 13' m5, m4 blanco";325.42;apple;teclado;2;0;1;0
mwr43z/a;"funda con teclado ingles magic keyboard bluetooth para ipad pro 13' m5, m4 blanco ";325.42;apple;teclado;0;0;1;0
mwr53y/a;"funda con teclado magic keyboard bluetooth para ipad pro 13' m5, m4 negro";321.29;apple;teclado;2;0;1;0
mwt23ty/a;"ipad pro 13' chip m4 2tb wifi + cellular vidrio nanotexturizado plata";2404.68;apple;ipad;1;0;1;3.75
mwty3zm/a;"auriculares intrauditivo earpods lightning blanco sustituye a mmtn2zm/a";16.28;apple;auricular;18;0;1;0
mwuc3y/a;"imac 24' retina 4.5k chip m4 con cpu de 8 nucleos 16gb de memoria unificada 256gb ssd gpu de 8 nucleos dos puertos thunderbolt/usb 4 magic keyboard plata";1153.95;apple;imac;0;0;1;5.33
mwue3y/a;"imac 24' retina 4.5k chip m4 con cpu de 8 nucleos 16gb de memoria unificada 256gb ssd gpu de 8 nucleos dos puertos thunderbolt/usb 4 magic keyboard verde";1153.95;apple;imac;0;0;1;5.33
mwuf3y/a;"imac 24' retina 4.5k chip m4 con cpu de 8 nucleos 16gb de memoria unificada 256gb ssd gpu de 8 nucleos dos puertos thunderbolt/usb 4 magic keyboard azul";1153.95;apple;imac;0;0;1;5.33
mwug3y/a;"imac 24' retina 4.5k chip m4 con cpu de 8 nucleos 16gb de memoria unificada 256gb ssd gpu de 8 nucleos dos puertos thunderbolt/usb 4 magic keyboard rosa";1153.95;apple;imac;-1;0;1;5.33
mwuu3y/a;"imac 24' retina 4.5k chip m4 con cpu de 10 nucleos 16gb de memoria unificada 256gb ssd gpu de 10 nucleos cuatro puertos thunderbolt magic keyboard plata";1344.67;apple;imac;2;0;1;5.33
mwuv3y/a;"imac 24' retina 4.5k chip m4 con cpu de 10 nucleos 16gb de memoria unificada 512gb ssd gpu de 10 nucleos cuatro puertos thunderbolt magic keyboard plata";1535.02;apple;imac;1;0;1;5.33
mwuy3y/a;"imac 24' retina 4.5k chip m4 con cpu de 10 nucleos 16gb de memoria unificada 256gb ssd gpu de 10 nucleos cuatro puertos thunderbolt magic keyboard verde";1344.67;apple;imac;0;0;1;5.33
mwv03y/a;"imac 24' retina 4.5k chip m4 con cpu de 10 nucleos 16gb de memoria unificada 512gb ssd gpu de 10 nucleos cuatro puertos thunderbolt magic keyboard verde";1535.02;apple;imac;1;0;1;5.33
mwv13y/a;"imac 24' retina 4.5k chip m4 con cpu de 10 nucleos 16gb de memoria unificada 256gb ssd gpu de 10 nucleos cuatro puertos thunderbolt magic keyboard azul";1344.67;apple;imac;0;0;1;5.33
mwv33y/a;"imac 24' retina 4.5k chip m4 con cpu de 10 nucleos 16gb de memoria unificada 512gb ssd gpu de 10 nucleos cuatro puertos thunderbolt magic keyboard azul";1520.15;apple;imac;0;0;1;5.33
mwv43y/a;"imac 24' retina 4.5k chip m4 con cpu de 10 nucleos 16gb de memoria unificada 256gb ssd gpu de 10 nucleos cuatro puertos thunderbolt magic keyboard rosa";1344.67;apple;imac;1;0;1;5.33
mwv53y/a;"imac 24' retina 4.5k chip m4 con cpu de 10 nucleos 16gb de memoria unificada 512gb ssd gpu de 10 nucleos cuatro puertos thunderbolt magic keyboard rosa";1535.02;apple;imac;0;0;1;5.33
mwvg2zm/a;"funda transparente para iphone 11 estandar";29;apple;funda;1;0;1;0
mww43zm/a;"auriculares de diadema airpods max con microfono y cancelacion de ruido con modo de sonido ambiente bluetooth audio compartido cambio automatico y deteccion de uso carga por usb-c color medianoche";440.64;apple;auricular;2;0;1;0
mww53zm/a;"auriculares de diadema airpods max con microfono y cancelacion de ruido con modo de sonido ambiente bluetooth audio compartido cambio automatico y deteccion de uso carga por usb-c color blanco estrella";440.64;apple;auricular;3;0;1;0
mww63zm/a;"auriculares de diadema airpods max con microfono y cancelacion de ruido con modo de sonido ambiente bluetooth audio compartido cambio automatico y deteccion de uso carga por usb-c color azul";440.64;apple;auricular;1;0;1;0
mww73zm/a;"auriculares de diadema airpods max con microfono y cancelacion de ruido con modo de sonido ambiente bluetooth audio compartido cambio automatico y deteccion de uso carga por usb-c color naranja";440.64;apple;auricular;3;0;1;0
mww83zm/a;"auriculares de diadema airpods max con microfono y cancelacion de ruido con modo de sonido ambiente bluetooth audio compartido cambio automatico y deteccion de uso carga por usb-c color purpura";440.64;apple;auricular;3;0;1;0
mwwf3ql/a;"apple watch series 10 gps caja de aluminio negro azabache 42mm, color de correa negra correa deportiva talla m/l";328.34;apple;watch;1;0;1;2.5
mwwh3ql/a;"apple watch series 10 gps caja de aluminio oro rosa 42mm, color de correa rosa rubor correa deportiva talla s/m";351;apple;watch;1;0;1;2.5
mwyk2zm/a;"funda transparente para iphone 11 pro";29;apple;funda;1;0;1;0
mx2d3zm/a;"pencil pro para ipad pro de 13' m5 y m4 ipad pro de 11' m5 y m4 ipad air de 13' m3 y m2 ipad air de 11' m3 y m2 ipad mini a17 pro carga magnetica";120.28;apple;pencil;11;0;1;0
mx432zm/a;"auriculares de diadema solo3 coleccion icon bluetooth con microfono negro mate";159.6;beats;auricular;1;0;1;0
mx472zm/a;"auriculares de diadema solo3 bluetooth con microfono rojo";151.2;beats;auricular;1;0;1;0
mx532zy/a;"airtag";21;apple;airtag;8;0;1;0
mx6x3zm/a;"cargador magsafe (el adaptador de corriente usb-c de 20w se vende por separado) para iphone (sustituye a mhxh3zm/a) tipo inalambrico qi";33.93;apple;cargador;5;0;1;0
mx753zm/a;"auriculares intrauditivo powerbeats pro 2 con microfono, sensor para medir la frecuencia cardiaca, cancelacion de ruido activa, modo de sonido ambiente, ecualizacion adaptativa, bluetooth hasta 45 horas de autonomia, resistentes al sudor y al agua y estuche de carga color purpura intenso.";222.53;beats;auricular;1;0;1;0
mx763zm/a;"pencil pack de 4 puntas adicionales (sustituye a mlun2zm/a)";20.67;apple;accesorio;0;0;1;0
mxck3y/a;"teclado magic keyboard bluetooth con touch id para modelos de mac con chip de apple y macos 11.4 o superior (usb-c)";125.08;apple;teclado;3;0;1;0
mxcl3y/a;"teclado magic keyboard bluetooth para modelos de mac con chip de apple macos11.3 o posterior ipados 14.5 o posterior iphone con ios 14.5 o posterior (usb-c)";87.98;apple;teclado;3;0;1;0
mxd13y/a;"macbook air 15.3' chip m3 con cpu de 8 nucleos 16gb de memoria unificada 512gb ssd grafica m2 gpu de 10 nucleos pantalla liquid retina camara facetime hd a 1080p teclado magic keyboard retroiluminado con touch id trackpad force touch gris espacial";1149;apple;macbook;1;0;1;5.33
mxd33y/a;"macbook air 15.3' chip m3 con cpu de 8 nucleos 16gb de memoria unificada 512gb ssd grafica m2 gpu de 10 nucleos pantalla liquid retina camara facetime hd a 1080p teclado magic keyboard retroiluminado con touch id trackpad force touch blanco estrella";1149;apple;macbook;2;0;1;5.33
mxec3ql/a;"apple watch serie se gps caja de aluminio plata 40mm, color de correa azul denim correa deportiva talla s/m";194;apple;watch;2;0;1;2.5
mxee3ql/a;"apple watch serie se gps caja de aluminio plata 40mm, color de correa azul nube correa loop deportiva";194;apple;watch;0;0;1;2.5
mxk53zm/a;"raton magic mouse bluetooth (sustituye a mk2e3zm/a)";62.33;apple;raton;2;0;1;0
mxk63zm/a;"raton magic mouse 2 bluetooth cable de carga usb-c negro (sustituye a mmmq3zm/a)";86.92;apple;accesorio;4;0;1;0
mxk73y/a;"teclado magic keyboard bluetooth con touch id y teclado numerico formato normal blanco para modelos de mac con chip de apple y macos 11.4 o posterior";147.34;apple;teclado;0;0;1;0
mxk83y/a;"teclado magic keyboard bluetooth con touch id y teclado numerico formato normal negro para modelos de mac con chip de apple y macos 11.4 o posterior";167.48;apple;teclado;2;0;1;0
mxk93z/a;"raton magic trackpad (sustituye a mk2d3z/a)";102.82;apple;accesorio;4;0;1;0
mxka3z/a;"raton magic trackpad superficie multi-touch bluetooth negro (sustituye a mmmp3z/a)";122.89;apple;accesorio;1;0;1;0
mxn43zm/a;"pencil bluetooth para ipad pro de 12.9' sexta, quinta,cuarta y tercera generacion, ipad pro de 11' cuarta, tercera, segunda y primera generacion, ipad air quinta y cuarta generacion, ipad mini sexta generacion.";126.14;apple;pencil;5;0;1;0
mxn53aa/a;"cargador de pared a usb-c 70w para iphone ipad  macbook pro, macbook air";47.85;apple;cargador;11;0;1;0
mxn63ty/a;"ipad mini 8.3' a17 pro 128gb wifi gris espacial 2024";434.04;apple;ipad mini;0;0;1;3.75
mxn73ty/a;"ipad mini 8.3' a17 pro 128gb wifi azul 2024";434.04;apple;ipad mini;0;0;1;3.75
mxn83ty/a;"ipad mini 8.3' a17 pro 128gb wifi blanco estrella 2024";434.04;apple;ipad mini;-1;0;1;3.75
mxn93ty/a;"ipad mini 8.3' a17 pro 128gb wifi purpura 2024";434.04;apple;ipad mini;0;0;1;3.75
mxna3ty/a;"ipad mini 8.3' a17 pro 256gb wifi gris espacial 2024";537.67;apple;ipad mini;0;0;1;3.75
mxnc3ty/a;"ipad mini 8.3' a17 pro 256gb wifi azul 2024";537.67;apple;ipad mini;0;0;1;3.75
mxnd3ty/a;"ipad mini 8.3' a17 pro 256gb wifi blanco estrella 2024";537.67;apple;ipad mini;0;0;1;3.75
mxne3ty/a;"ipad mini 8.3' a17 pro 256gb wifi purpura 2024";537.67;apple;ipad mini;0;0;1;3.75
mxp63zm/a;"auriculares intrauditivo airpods 4 con microfono y estuche de carga por usb-c bluetooth blanco ";112.36;apple;auricular;22;0;1;0
mxp93zm/a;"auriculares intrauditivo airpods 4 con microfono cancelacion de ruido estuche de carga inalambrica y por usb-c bluetooth blanco ";152.08;apple;auricular;22;0;1;0
mxpn3ty/a;"ipad mini 8.3' a17 pro 128gb wifi + cellular gris espacial 2024";569.56;apple;ipad mini;0;0;1;3.75
mxpp3ty/a;"ipad mini 8.3' a17 pro 128gb wifi + cellular azul 2024";569.56;apple;ipad mini;1;0;1;3.75
mxpq3ty/a;"ipad mini 8.3' a17 pro 128gb wifi + cellular blanco estrella 2024";569.56;apple;ipad mini;1;0;1;3.75
mxpr3ty/a;"ipad mini 8.3' a17 pro 128gb wifi + cellular purpura 2024";569.56;apple;ipad mini;1;0;1;3.75
mxpt3ty/a;"ipad mini 8.3' a17 pro 256gb wifi + cellular gris espacial 2024";673.19;apple;ipad mini;2;0;1;3.75
mxpw3ty/a;"ipad mini 8.3' a17 pro 256gb wifi + cellular azul 2024";673.19;apple;ipad mini;0;0;1;3.75
mxpx3ty/a;"ipad mini 8.3' a17 pro 256gb wifi + cellular blanco estrella 2024";673.19;apple;ipad mini;0;0;1;3.75
mxpy3ty/a;"ipad mini 8.3' a17 pro 256gb wifi + cellular purpura 2024";673.19;apple;ipad mini;0;0;1;3.75
my5h2y/a;"altavoces 1.0 homepod mini bluetooth blanco";87.44;apple;altavoz;0;0;1;0
mygy3ty/a;"ipad mini 8.3' a17 pro 512gb wifi gris espacial 2024";736.98;apple;ipad mini;0;0;1;3.75
